  5.2963e+01  3.1154e+01  5.5086e+01
  5.9425e+01  1.7691e+01  2.9091e+01
  6.6676e+01  9.9025e+00  1.5234e+01
  7.4812e+01  5.4822e+00  7.8150e+00
  8.3940e+01  3.0012e+00  3.9467e+00
  9.4182e+01  1.6219e+00  1.9743e+00
  1.0567e+02  8.5399e-01  9.6685e-01
  1.1857e+02  4.4615e-01  4.6210e-01
  1.3304e+02  2.2839e-01  2.1806e-01
  1.4927e+02  1.1518e-01  9.9688e-02
  1.6748e+02  5.6209e-02  4.4872e-02
  1.8792e+02  2.6825e-02  1.9514e-02
  2.1085e+02  1.2508e-02  8.1537e-03
  2.3658e+02  5.6457e-03  3.3391e-03
  2.6544e+02  2.4640e-03  1.2950e-03
  2.9783e+02  1.0213e-03  4.8126e-04
  3.3417e+02  4.0665e-04  1.7184e-04
  3.7495e+02  1.5458e-04  5.3618e-05
  4.2070e+02  5.4768e-05  1.6567e-05
  4.7203e+02  1.8017e-05  4.5256e-06
