  5.2963e+01  8.8138e+01
  5.9425e+01  4.7759e+01
  6.6676e+01  2.5629e+01
  7.4812e+01  1.3538e+01
  8.3940e+01  7.0678e+00
  9.4182e+01  3.6524e+00
  1.0567e+02  1.8472e+00
  1.1857e+02  9.2048e-01
  1.3304e+02  4.5209e-01
  1.4927e+02  2.1735e-01
  1.6748e+02  1.0208e-01
  1.8792e+02  4.6768e-02
  2.1085e+02  2.0852e-02
  2.3658e+02  9.0568e-03
  2.6544e+02  3.7856e-03
  2.9783e+02  1.5128e-03
  3.3417e+02  5.8174e-04
  3.7495e+02  2.0898e-04
  4.2070e+02  7.1695e-05
  4.7203e+02  2.2675e-05
