  5.2963e+01  7.9481e+01
  5.9425e+01  4.3166e+01
  6.6676e+01  2.3158e+01
  7.4812e+01  1.2290e+01
  8.3940e+01  6.4405e+00
  9.4182e+01  3.3607e+00
  1.0567e+02  1.7122e+00
  1.1857e+02  8.5931e-01
  1.3304e+02  4.2694e-01
  1.4927e+02  2.0703e-01
  1.6748e+02  9.8418e-02
  1.8792e+02  4.5912e-02
  2.1085e+02  2.0832e-02
  2.3658e+02  9.1123e-03
  2.6544e+02  3.8884e-03
  2.9783e+02  1.6145e-03
  3.3417e+02  6.2243e-04
  3.7495e+02  2.3405e-04
  4.2070e+02  7.9924e-05
  4.7203e+02  2.6107e-05
